customer_id,first_name,last_name,dob,email,city,account_type,created_at
CUST1027,John,Patel,1985-03-25,user27@example.com,Birgunj,Savings,2023-09-22 09:09:13
CUST1028,Amit,Khan,1983-05-07,user28@example.com,Biratnagar,Current,2023-09-22 09:08:48
CUST1029,David,Smith,1981-06-13,user29@example.com,Biratnagar,Current,2023-02-08 09:12:46
CUST1030,Emily,Rai,1976-04-21,user30@example.com,Butwal,Current,2025-09-07 13:12:29
CUST1031,Rahul,Wilson,1984-07-30,user31@example.com,Lalitpur,Savings,2025-04-17 13:42:49
CUST1032,Amit,Khan,2005-04-04,user32@example.com,Dharan,Savings,2022-01-29 09:46:18
CUST1033,Priya,Smith,1987-02-12,user33@example.com,Pokhara,Savings,2023-06-24 12:54:17
CUST1034,Emily,Rai,1985-10-02,user34@example.com,Lalitpur,Current,2025-08-08 08:50:20
CUST1035,Jane,Gurung,2001-07-25,user35@example.com,Pokhara,Current,2022-06-02 18:21:55
CUST1036,Jane,Patel,1963-11-23,user36@example.com,Pokhara,Current,2025-06-22 11:30:50
CUST1037,David,Joshi,1984-03-24,user37@example.com,Butwal,Savings,2022-06-06 12:28:28
CUST1038,Jane,Gurung,1982-06-22,user38@example.com,Pokhara,Savings,2022-03-09 22:50:05
CUST1039,Emily,Thapa,1966-10-25,user39@example.com,Birgunj,Savings,2022-10-10 07:56:19
CUST1040,Emily,Sharma,1960-03-17,user40@example.com,Dharan,Current,2022-05-22 12:45:12
CUST1041,Nina,Khan,1991-02-03,user41@example.com,Dharan,Savings,2022-09-08 02:26:07
CUST1042,Rahul,Patel,1987-05-06,user42@example.com,Birgunj,Current,2025-06-20 08:01:16
CUST1043,John,Sharma,1969-06-13,user43@example.com,Pokhara,Current,2025-09-26 04:16:36
CUST1044,Sita,Smith,1961-09-30,user44@example.com,Biratnagar,Current,2023-07-31 10:29:27
CUST1045,Bishal,Khan,2000-12-16,user45@example.com,Kathmandu,Savings,2023-04-29 02:59:53
CUST1046,Jane,Wilson,1968-05-12,user46@example.com,Dharan,Current,2022-11-01 14:08:35
CUST1047,David,Thapa,1996-02-09,user47@example.com,Pokhara,Current,2024-10-16 20:31:24
CUST1048,Jane,Patel,1979-01-07,user48@example.com,Kathmandu,Savings,2025-03-10 16:46:33
CUST1049,Bishal,Smith,1976-11-29,user49@example.com,Lalitpur,Savings,2023-03-10 08:36:08
CUST1050,Rahul,Smith,1985-01-26,user50@example.com,Pokhara,Savings,2022-05-08 18:56:22
CUST1051,Nina,Tamang,1990-10-02,user51@example.com,Biratnagar,Savings,2025-05-31 02:12:58
CUST1052,Emily,Rai,2002-01-29,user52@example.com,Lalitpur,Current,2025-02-02 02:58:24
CUST1053,Nina,Joshi,2004-11-01,user53@example.com,Birgunj,Savings,2022-10-17 16:46:50
CUST1054,Priya,Smith,1992-05-03,user54@example.com,Biratnagar,Current,2023-01-19 21:50:38
CUST1055,Jane,Thapa,1995-01-15,user55@example.com,Dharan,Current,2025-09-02 22:03:01
CUST1056,John,Sharma,1988-02-11,user56@example.com,Biratnagar,Current,2022-02-15 12:39:59
CUST1057,Priya,Patel,2004-12-05,user57@example.com,Butwal,Savings,2022-07-04 00:39:10
CUST1058,Rahul,Patel,1972-10-15,user58@example.com,Biratnagar,Current,2025-01-05 04:50:33
CUST1059,Jane,Thapa,1960-03-18,user59@example.com,Kathmandu,Current,2023-09-16 15:05:16
CUST1060,Priya,Gurung,2003-06-03,user60@example.com,Dharan,Savings,2022-03-21 03:50:27
CUST1061,Jane,Tamang,1981-12-03,user61@example.com,Kathmandu,Current,2023-04-29 01:15:21
CUST1062,David,Thapa,1961-02-17,user62@example.com,Biratnagar,Current,2024-08-07 14:56:40
CUST1063,Rahul,Sharma,2003-02-16,user63@example.com,Kathmandu,Savings,2025-03-01 17:22:03
CUST1064,Sita,Khan,1984-07-05,user64@example.com,Lalitpur,Savings,2024-03-31 01:15:43
CUST1065,Emily,Wilson,1963-02-11,user65@example.com,Kathmandu,Current,2023-10-21 11:32:20
CUST1066,Amit,Wilson,1982-02-24,user66@example.com,Birgunj,Savings,2022-01-07 12:15:44
CUST1067,Emily,Sharma,1990-03-27,user67@example.com,Dharan,Current,2025-07-03 17:19:38
CUST1068,Emily,Rai,1975-11-23,user68@example.com,Pokhara,Savings,2023-01-08 09:18:53
CUST1069,Priya,Gurung,2001-04-16,user69@example.com,Lalitpur,Current,2024-02-11 13:14:48
CUST1070,Rahul,Tamang,1992-12-21,user70@example.com,Kathmandu,Current,2022-08-10 00:29:38
CUST1071,Jane,Rai,1987-03-26,user71@example.com,Butwal,Savings,2022-06-06 02:10:12
CUST1072,Nina,Sharma,2001-09-08,user72@example.com,Lalitpur,Current,2025-01-13 10:19:31
CUST1073,Amit,Thapa,1965-07-15,user73@example.com,Dharan,Current,2025-02-07 23:39:22
CUST1074,Bishal,Gurung,1983-09-14,user74@example.com,Butwal,Savings,2024-09-24 02:16:34
CUST1075,Priya,Gurung,1989-02-12,user75@example.com,Birgunj,Current,2025-09-17 01:31:00
CUST1076,Amit,Rai,1992-05-26,user76@example.com,Butwal,Savings,2024-02-24 20:34:41
CUST1077,Sita,Thapa,2004-10-19,user77@example.com,Pokhara,Savings,2023-08-22 03:43:31
CUST1078,David,Khan,1966-11-01,user78@example.com,Pokhara,Current,2022-03-24 03:11:16
CUST1079,Rahul,Sharma,1986-03-10,user79@example.com,Kathmandu,Savings,2022-04-01 19:19:45
CUST1080,Bishal,Joshi,1979-12-31,user80@example.com,Kathmandu,Current,2022-11-11 18:48:31
CUST1081,Priya,Rai,2001-04-26,user81@example.com,Biratnagar,Savings,2022-09-11 10:53:02
CUST1082,Emily,Sharma,1973-04-10,user82@example.com,Pokhara,Savings,2022-04-08 01:29:48
CUST1083,John,Khan,1969-09-28,user83@example.com,Kathmandu,Current,2024-12-21 15:39:49
CUST1084,Priya,Smith,1995-05-23,user84@example.com,Lalitpur,Current,2022-11-10 05:50:57
CUST1085,John,Tamang,1998-12-01,user85@example.com,Kathmandu,Current,2022-06-13 03:58:21
CUST1086,Emily,Patel,1994-05-04,user86@example.com,Kathmandu,Savings,2024-07-12 19:04:20
CUST1087,David,Joshi,1962-02-28,user87@example.com,Lalitpur,Savings,2023-11-25 22:59:46
CUST1088,Rahul,Patel,1968-09-13,user88@example.com,Lalitpur,Savings,2024-05-05 13:46:32
CUST1089,Jane,Patel,1993-11-18,user89@example.com,Lalitpur,Savings,2025-07-10 08:45:37
CUST1090,Priya,Thapa,1965-12-04,user90@example.com,Dharan,Savings,2024-07-08 23:48:38
CUST1091,Nina,Rai,1980-07-04,user91@example.com,Butwal,Current,2024-08-25 15:18:26
CUST1092,Emily,Gurung,2005-10-20,user92@example.com,Lalitpur,Savings,2024-07-27 21:19:23
CUST1093,Priya,Sharma,1997-05-05,user93@example.com,Pokhara,Savings,2022-03-18 21:26:36
CUST1094,Sita,Smith,1991-10-07,user94@example.com,Dharan,Current,2022-05-05 13:23:53
CUST1095,David,Smith,1971-06-08,user95@example.com,Butwal,Current,2022-05-19 23:30:48
CUST1096,Sita,Gurung,1990-05-15,user96@example.com,Dharan,Savings,2025-06-08 13:03:10
CUST1097,Amit,Tamang,1967-11-15,user97@example.com,Birgunj,Savings,2023-03-05 18:51:50
CUST1098,Rahul,Gurung,1992-10-23,user98@example.com,Kathmandu,Current,2022-02-20 09:13:01
CUST1099,Amit,Thapa,2005-02-03,user99@example.com,Biratnagar,Current,2022-01-21 12:22:04
CUST1100,Priya,Joshi,1996-10-16,user100@example.com,Lalitpur,Savings,2022-11-23 00:01:16
CUST1101,Bishal,Joshi,1976-05-23,user101@example.com,Lalitpur,Current,2023-04-08 15:18:41
CUST1102,Bishal,Tamang,1976-07-23,user102@example.com,Biratnagar,Current,2024-01-08 15:27:45
CUST1103,Rahul,Rai,1974-05-27,user103@example.com,Pokhara,Savings,2025-06-17 09:42:02
CUST1104,Nina,Thapa,1971-08-07,user104@example.com,Biratnagar,Savings,2022-07-01 09:44:29
CUST1105,David,Rai,2004-11-23,user105@example.com,Birgunj,Current,2023-01-09 22:00:57
CUST1106,Nina,Wilson,1966-01-31,user106@example.com,Butwal,Savings,2022-06-16 02:55:51
CUST1107,David,Patel,1967-03-06,user107@example.com,Biratnagar,Savings,2025-03-11 09:56:50
CUST1108,Emily,Thapa,1989-08-05,user108@example.com,Butwal,Current,2024-12-07 15:48:07
CUST1109,Priya,Sharma,1961-12-27,user109@example.com,Birgunj,Current,2024-02-11 02:27:42
CUST1110,Amit,Tamang,1970-11-26,user110@example.com,Birgunj,Savings,2025-03-07 06:15:24
CUST1111,Bishal,Khan,1982-03-21,user111@example.com,Kathmandu,Savings,2022-06-03 15:18:45
CUST1112,Sita,Patel,1986-02-04,user112@example.com,Lalitpur,Savings,2024-07-05 01:23:09
CUST1113,Jane,Gurung,1979-01-29,user113@example.com,Lalitpur,Savings,2025-07-01 22:04:50
CUST1114,John,Smith,1974-12-30,user114@example.com,Birgunj,Current,2023-12-26 21:24:18
CUST1115,Jane,Gurung,1977-07-13,user115@example.com,Dharan,Current,2025-03-29 14:43:09
CUST1116,Amit,Smith,2005-04-25,user116@example.com,Dharan,Savings,2024-10-10 04:57:17
CUST1117,Amit,Gurung,1992-05-30,user117@example.com,Butwal,Current,2024-05-11 19:32:38
CUST1118,David,Tamang,2005-08-19,user118@example.com,Pokhara,Current,2023-10-07 14:07:02
CUST1119,Nina,Joshi,1968-05-17,user119@example.com,Pokhara,Current,2022-03-12 19:36:47
CUST1120,Jane,Smith,2005-04-14,user120@example.com,Pokhara,Savings,2025-04-27 17:38:48
CUST1121,David,Gurung,1969-03-28,user121@example.com,Butwal,Savings,2025-03-09 20:45:37
CUST1122,David,Tamang,1996-05-17,user122@example.com,Pokhara,Savings,2022-06-13 01:16:39
CUST1123,Nina,Gurung,2003-02-10,user123@example.com,Dharan,Current,2025-10-06 05:15:05
CUST1124,Sita,Thapa,1993-06-23,user124@example.com,Pokhara,Savings,2024-09-06 04:48:50
CUST1125,Bishal,Tamang,1966-02-25,user125@example.com,Pokhara,Current,2025-03-22 23:59:59
CUST1126,Rahul,Wilson,1982-08-24,user126@example.com,Birgunj,Current,2023-08-26 15:57:51
CUST1127,Bishal,Patel,1975-03-25,user127@example.com,Kathmandu,Savings,2025-10-05 09:51:50
CUST1128,John,Thapa,1999-03-12,user128@example.com,Birgunj,Savings,2022-08-30 16:44:38
CUST1129,Jane,Wilson,2000-11-15,user129@example.com,Kathmandu,Current,2025-03-27 11:43:03
CUST1130,Bishal,Rai,1964-05-26,user130@example.com,Birgunj,Current,2023-07-06 03:06:09
CUST1131,Rahul,Joshi,2003-10-28,user131@example.com,Lalitpur,Savings,2024-11-28 03:46:59
CUST1132,Emily,Wilson,1983-05-10,user132@example.com,Biratnagar,Current,2025-01-16 03:54:24
CUST1133,Jane,Wilson,1985-08-27,user133@example.com,Butwal,Savings,2024-08-16 05:25:30
CUST1134,Rahul,Thapa,1985-12-20,user134@example.com,Kathmandu,Current,2025-03-13 00:50:53
CUST1135,David,Sharma,2004-07-01,user135@example.com,Pokhara,Current,2022-03-21 02:45:12
CUST1136,Amit,Wilson,2003-09-11,user136@example.com,Pokhara,Current,2025-01-26 05:06:31
CUST1137,Sita,Smith,1998-03-28,user137@example.com,Biratnagar,Savings,2024-02-28 02:30:43
CUST1138,John,Tamang,1989-09-25,user138@example.com,Pokhara,Current,2023-02-06 08:45:03
CUST1139,Rahul,Smith,1975-11-18,user139@example.com,Birgunj,Current,2022-06-03 01:10:22
CUST1140,Bishal,Patel,1975-03-19,user140@example.com,Birgunj,Current,2024-06-22 20:21:33
CUST1141,Amit,Rai,1977-08-18,user141@example.com,Biratnagar,Savings,2024-10-03 15:43:10
CUST1142,Bishal,Rai,1967-11-15,user142@example.com,Biratnagar,Savings,2023-03-19 13:40:05
CUST1143,Jane,Joshi,1979-10-20,user143@example.com,Birgunj,Current,2025-08-06 06:50:01
CUST1144,Rahul,Patel,1965-12-19,user144@example.com,Lalitpur,Savings,2024-09-15 04:44:24
CUST1145,Bishal,Joshi,1967-07-31,user145@example.com,Birgunj,Current,2023-12-26 22:19:14
CUST1146,Nina,Gurung,1966-01-24,user146@example.com,Butwal,Current,2025-06-30 02:49:49
CUST1147,Priya,Gurung,1983-02-25,user147@example.com,Butwal,Savings,2024-03-24 19:47:32
CUST1148,Amit,Sharma,2000-04-19,user148@example.com,Butwal,Current,2023-05-26 13:12:42
CUST1149,Emily,Tamang,1972-10-20,user149@example.com,Butwal,Savings,2025-09-09 08:37:07
CUST1150,Amit,Rai,1967-11-25,user150@example.com,Biratnagar,Savings,2023-07-21 11:27:25
CUST1151,Bishal,Tamang,1998-12-24,user151@example.com,Dharan,Savings,2022-01-15 15:24:40
CUST1152,Bishal,Smith,1985-01-09,user152@example.com,Pokhara,Current,2024-09-03 15:07:29
CUST1153,John,Patel,1968-09-01,user153@example.com,Biratnagar,Current,2022-07-07 03:49:56
CUST1154,Nina,Joshi,1981-04-28,user154@example.com,Lalitpur,Current,2022-04-30 16:18:30
CUST1155,Emily,Smith,1985-11-14,user155@example.com,Biratnagar,Current,2022-11-17 01:28:04
CUST1156,Sita,Gurung,1999-04-05,user156@example.com,Birgunj,Current,2023-11-11 17:01:41
CUST1157,John,Khan,1960-02-11,user157@example.com,Pokhara,Current,2023-06-14 07:11:25
CUST1158,Jane,Wilson,1981-02-23,user158@example.com,Butwal,Savings,2022-12-14 03:04:34
CUST1159,Emily,Joshi,1964-03-18,user159@example.com,Birgunj,Savings,2023-06-09 14:15:42
CUST1160,Rahul,Joshi,2000-02-26,user160@example.com,Dharan,Savings,2024-04-03 11:54:04
CUST1161,Priya,Rai,1996-06-12,user161@example.com,Kathmandu,Current,2022-09-15 07:49:21
CUST1162,John,Thapa,1972-12-01,user162@example.com,Birgunj,Savings,2025-01-01 23:52:52
CUST1163,Priya,Tamang,1986-05-31,user163@example.com,Dharan,Savings,2022-07-05 10:48:13
CUST1164,Nina,Khan,1988-10-31,user164@example.com,Lalitpur,Current,2022-02-05 03:50:59
CUST1165,Jane,Rai,1981-10-01,user165@example.com,Birgunj,Current,2024-01-05 01:52:31
CUST1166,Jane,Wilson,1984-11-02,user166@example.com,Kathmandu,Savings,2022-09-16 14:22:07
CUST1167,Sita,Rai,1968-08-05,user167@example.com,Dharan,Current,2024-05-16 23:54:45
CUST1168,Jane,Rai,1995-05-15,user168@example.com,Pokhara,Savings,2024-03-31 23:19:52
CUST1169,Bishal,Rai,2005-03-02,user169@example.com,Pokhara,Current,2024-11-16 02:56:48
CUST1170,Amit,Tamang,2000-12-09,user170@example.com,Kathmandu,Savings,2025-09-09 04:36:57
CUST1171,Amit,Rai,2000-03-14,user171@example.com,Pokhara,Current,2025-07-24 10:07:55
CUST1172,Sita,Rai,1975-02-12,user172@example.com,Birgunj,Savings,2023-11-21 04:07:11
CUST1173,Bishal,Rai,1967-04-03,user173@example.com,Kathmandu,Current,2024-03-22 19:25:37
CUST1174,Amit,Rai,1986-11-25,user174@example.com,Dharan,Savings,2025-03-02 19:35:05
CUST1175,Rahul,Thapa,1960-08-16,user175@example.com,Dharan,Savings,2022-01-06 09:06:51
CUST1176,Bishal,Joshi,1996-08-18,user176@example.com,Pokhara,Savings,2024-01-03 17:16:33
CUST1177,Nina,Khan,1991-05-06,user177@example.com,Pokhara,Savings,2022-08-02 18:10:03
CUST1178,David,Smith,1981-07-01,user178@example.com,Lalitpur,Current,2025-04-25 17:45:04
CUST1179,Priya,Smith,1969-11-05,user179@example.com,Biratnagar,Savings,2023-12-28 23:38:01
CUST1180,Bishal,Smith,1980-03-13,user180@example.com,Kathmandu,Current,2024-07-19 02:48:19
CUST1181,Priya,Wilson,1974-11-23,user181@example.com,Butwal,Current,2025-03-27 07:44:06
CUST1182,Rahul,Thapa,1994-01-05,user182@example.com,Lalitpur,Savings,2022-03-29 08:42:29
CUST1183,David,Sharma,1991-01-06,user183@example.com,Lalitpur,Current,2025-01-15 19:19:37
CUST1184,Emily,Gurung,1970-01-12,user184@example.com,Dharan,Savings,2022-12-19 03:53:57
CUST1185,Sita,Sharma,2000-12-05,user185@example.com,Biratnagar,Savings,2023-12-28 22:22:32
CUST1186,Bishal,Wilson,1979-04-14,user186@example.com,Pokhara,Savings,2022-06-23 21:50:23
CUST1187,Sita,Joshi,1969-12-04,user187@example.com,Birgunj,Savings,2023-10-08 11:01:43
CUST1188,Jane,Thapa,2005-04-11,user188@example.com,Dharan,Savings,2022-06-14 07:53:57
CUST1189,Priya,Joshi,1962-05-03,user189@example.com,Dharan,Current,2023-10-25 22:28:00
CUST1190,Priya,Wilson,2000-10-02,user190@example.com,Butwal,Current,2022-02-12 16:54:55
CUST1191,Jane,Thapa,1981-10-14,user191@example.com,Lalitpur,Savings,2024-05-08 07:37:04
CUST1192,Emily,Tamang,1981-01-07,user192@example.com,Lalitpur,Savings,2024-12-08 06:44:10
CUST1193,John,Wilson,1994-03-09,user193@example.com,Pokhara,Savings,2024-03-06 08:12:39
CUST1194,Nina,Khan,1968-05-26,user194@example.com,Lalitpur,Savings,2022-06-22 12:55:20
CUST1195,Bishal,Gurung,1978-08-10,user195@example.com,Butwal,Savings,2025-04-25 10:34:42
CUST1196,Priya,Tamang,1999-01-22,user196@example.com,Biratnagar,Savings,2024-08-14 06:05:34
CUST1197,Nina,Patel,1992-07-18,user197@example.com,Butwal,Current,2024-01-01 02:11:09
CUST1198,Priya,Rai,2002-12-11,user198@example.com,Lalitpur,Savings,2025-07-20 19:12:37
CUST1199,John,Thapa,1974-09-05,user199@example.com,Kathmandu,Savings,2022-08-29 04:58:36
CUST1200,Jane,Khan,1993-09-07,user200@example.com,Birgunj,Current,2022-07-21 14:29:32
CUST1201,John,Sharma,1979-11-02,user201@example.com,Biratnagar,Current,2025-10-20 09:41:11
CUST1202,Priya,Gurung,1985-08-20,user202@example.com,Birgunj,Savings,2022-11-12 01:01:45
CUST1203,Jane,Patel,1964-01-01,user203@example.com,Dharan,Savings,2024-11-17 10:39:06
CUST1204,John,Wilson,1982-09-02,user204@example.com,Butwal,Current,2024-07-14 10:07:18
CUST1205,Emily,Gurung,1970-05-23,user205@example.com,Biratnagar,Savings,2025-09-27 15:47:33
CUST1206,Jane,Sharma,1974-05-01,user206@example.com,Biratnagar,Savings,2025-03-23 18:33:17
CUST1207,Bishal,Gurung,1975-04-26,user207@example.com,Pokhara,Savings,2024-07-02 13:09:39
CUST1208,Priya,Joshi,1963-07-30,user208@example.com,Biratnagar,Current,2024-09-11 11:39:40
CUST1209,Rahul,Patel,1972-03-07,user209@example.com,Biratnagar,Current,2023-08-20 19:54:46
CUST1210,Sita,Khan,1993-03-04,user210@example.com,Dharan,Current,2023-01-26 09:40:22
CUST1211,Priya,Wilson,1986-08-30,user211@example.com,Dharan,Savings,2024-01-18 09:31:11
CUST1212,Bishal,Smith,1980-05-09,user212@example.com,Lalitpur,Current,2024-02-01 19:48:36
CUST1213,Amit,Gurung,2004-11-10,user213@example.com,Dharan,Current,2025-04-18 18:08:23
CUST1214,Nina,Wilson,1970-10-31,user214@example.com,Butwal,Savings,2022-07-07 08:49:59
CUST1215,Nina,Joshi,1961-06-20,user215@example.com,Lalitpur,Savings,2024-04-11 19:54:41
CUST1216,Sita,Sharma,1997-04-15,user216@example.com,Birgunj,Savings,2022-11-04 12:41:17
CUST1217,Priya,Sharma,1986-09-11,user217@example.com,Kathmandu,Savings,2024-01-24 16:14:58
CUST1218,Sita,Rai,1982-12-17,user218@example.com,Birgunj,Savings,2023-06-11 09:10:08
CUST1219,David,Patel,1988-09-29,user219@example.com,Dharan,Savings,2025-07-25 00:18:37
CUST1220,Priya,Thapa,1992-03-19,user220@example.com,Biratnagar,Savings,2022-12-19 03:25:50
CUST1221,Jane,Smith,1983-09-14,user221@example.com,Dharan,Current,2022-03-04 15:10:41
CUST1222,Jane,Joshi,1986-08-19,user222@example.com,Butwal,Current,2023-11-27 00:36:18
CUST1223,David,Joshi,1986-08-11,user223@example.com,Biratnagar,Savings,2025-09-26 09:38:44
CUST1224,Emily,Thapa,1964-11-20,user224@example.com,Kathmandu,Savings,2023-10-14 05:51:10
CUST1225,David,Tamang,1995-12-02,user225@example.com,Dharan,Savings,2024-05-19 09:34:11
CUST1226,David,Khan,1979-04-05,user226@example.com,Biratnagar,Savings,2025-09-03 01:49:38
CUST1227,Sita,Gurung,1979-03-20,user227@example.com,Lalitpur,Current,2022-06-14 17:32:47
CUST1228,John,Tamang,1973-04-11,user228@example.com,Birgunj,Current,2025-10-29 14:08:23
CUST1229,Jane,Rai,1997-04-16,user229@example.com,Kathmandu,Current,2022-01-11 20:00:49
CUST1230,John,Tamang,1986-10-18,user230@example.com,Butwal,Current,2022-10-10 19:43:57
CUST1231,David,Wilson,1966-08-15,user231@example.com,Pokhara,Current,2025-05-25 01:37:17
CUST1232,Emily,Thapa,1968-11-27,user232@example.com,Kathmandu,Current,2023-03-22 12:31:43
CUST1233,Jane,Joshi,1982-01-03,user233@example.com,Pokhara,Savings,2024-04-29 18:45:08
CUST1234,Priya,Joshi,1999-06-30,user234@example.com,Lalitpur,Current,2022-01-24 04:25:12
CUST1235,Priya,Khan,1963-09-07,user235@example.com,Dharan,Savings,2024-11-12 14:42:50
CUST1236,Priya,Wilson,1980-09-09,user236@example.com,Kathmandu,Savings,2025-01-27 19:44:38
CUST1237,Bishal,Patel,1991-02-19,user237@example.com,Kathmandu,Current,2025-01-17 18:16:18
CUST1238,Sita,Rai,2004-07-19,user238@example.com,Butwal,Current,2024-05-02 21:43:52
CUST1239,Amit,Patel,1971-02-20,user239@example.com,Birgunj,Current,2023-07-24 02:00:39
CUST1240,David,Joshi,1999-04-11,user240@example.com,Biratnagar,Savings,2025-05-03 11:44:10
CUST1241,Amit,Joshi,1969-05-12,user241@example.com,Pokhara,Savings,2023-07-01 15:42:28
CUST1242,Rahul,Patel,1990-01-26,user242@example.com,Dharan,Savings,2023-12-25 03:55:16
CUST1243,Sita,Tamang,1992-10-30,user243@example.com,Biratnagar,Current,2025-09-09 01:00:30
CUST1244,Priya,Wilson,1979-10-22,user244@example.com,Biratnagar,Savings,2024-02-17 12:02:27
CUST1245,Jane,Khan,1969-11-08,user245@example.com,Lalitpur,Savings,2022-02-18 21:34:42
CUST1246,Sita,Thapa,1974-04-10,user246@example.com,Lalitpur,Current,2022-01-23 21:11:31
CUST1247,Bishal,Khan,1974-11-04,user247@example.com,Butwal,Savings,2022-09-21 15:29:14
CUST1248,Jane,Thapa,1973-04-25,user248@example.com,Kathmandu,Current,2024-10-08 19:24:40
CUST1249,John,Rai,2004-04-25,user249@example.com,Dharan,Savings,2023-02-04 01:40:16
CUST1250,Bishal,Smith,1960-08-14,user250@example.com,Butwal,Savings,2024-11-05 10:57:44
CUST1251,John,Tamang,1984-08-25,user251@example.com,Pokhara,Current,2025-09-10 14:06:16
CUST1252,Jane,Rai,1999-03-05,user252@example.com,Lalitpur,Current,2023-04-01 09:48:19
CUST1253,Priya,Gurung,1966-12-08,user253@example.com,Dharan,Current,2022-10-29 14:36:36
CUST1254,Amit,Patel,1970-01-16,user254@example.com,Butwal,Savings,2025-05-25 06:36:16
CUST1255,David,Patel,1985-08-16,user255@example.com,Pokhara,Savings,2025-04-08 02:19:19
CUST1256,Sita,Rai,1989-01-23,user256@example.com,Pokhara,Current,2022-07-29 15:25:44
CUST1257,Sita,Khan,1971-06-13,user257@example.com,Dharan,Savings,2022-11-28 07:55:33
CUST1258,Priya,Khan,1963-11-01,user258@example.com,Birgunj,Savings,2025-09-23 08:17:04
CUST1259,David,Wilson,1966-07-15,user259@example.com,Pokhara,Savings,2023-09-07 00:24:42
CUST1260,John,Sharma,1984-03-13,user260@example.com,Dharan,Savings,2022-10-17 06:53:40
CUST1261,Amit,Khan,1992-03-31,user261@example.com,Kathmandu,Savings,2022-09-10 01:50:11
CUST1262,David,Patel,1972-03-22,user262@example.com,Pokhara,Savings,2025-07-04 09:54:48
CUST1263,John,Wilson,1963-07-28,user263@example.com,Birgunj,Savings,2022-07-08 19:24:07
CUST1264,David,Khan,1967-12-26,user264@example.com,Birgunj,Current,2023-08-30 22:27:58
CUST1265,Rahul,Gurung,1995-01-28,user265@example.com,Biratnagar,Current,2024-06-27 21:22:14
CUST1266,Sita,Gurung,2004-03-28,user266@example.com,Butwal,Current,2022-03-01 02:39:37
CUST1267,Rahul,Joshi,1983-01-13,user267@example.com,Butwal,Current,2025-05-11 04:48:11
CUST1268,David,Wilson,2000-05-18,user268@example.com,Dharan,Current,2023-08-21 05:24:03
CUST1269,Bishal,Tamang,1989-07-09,user269@example.com,Pokhara,Savings,2024-07-24 21:30:59
CUST1270,Sita,Tamang,1970-02-09,user270@example.com,Butwal,Savings,2024-11-05 02:00:51
CUST1271,Amit,Gurung,2002-08-31,user271@example.com,Dharan,Current,2025-03-31 22:17:57
CUST1272,Priya,Thapa,1987-06-29,user272@example.com,Butwal,Savings,2023-08-18 01:54:00
